,location_name,fips,year,MeanLifeExpectency
47442,Tift County (Georgia),13277,2010,75.81724901
47448,Toombs County (Georgia),13279,2010,74.45687329
47454,Towns County (Georgia),13281,2010,78.00903224
47460,Treutlen County (Georgia),13283,2010,74.88854465
47466,Troup County (Georgia),13285,2010,75.48717403
47472,Turner County (Georgia),13287,2010,73.96561852
47478,Twiggs County (Georgia),13289,2010,74.73657242
47484,Union County (Georgia),13291,2010,78.22278291
47490,Upson County (Georgia),13293,2010,73.78208037
47496,Walker County (Georgia),13295,2010,75.17731825
47502,Walton County (Georgia),13297,2010,76.8825395
47508,Ware County (Georgia),13299,2010,74.53240825
47514,Warren County (Georgia),13301,2010,73.87866421
47520,Washington County (Georgia),13303,2010,75.27889896
47526,Wayne County (Georgia),13305,2010,74.40037506
47532,Webster County (Georgia),13307,2010,78.5706369
47538,Wheeler County (Georgia),13309,2010,76.93464578
47544,White County (Georgia),13311,2010,78.44971974
47550,Whitfield County (Georgia),13313,2010,77.0832511
47556,Wilcox County (Georgia),13315,2010,75.15846001
47562,Wilkes County (Georgia),13317,2010,75.13135702
47568,Wilkinson County (Georgia),13319,2010,74.74582177
47574,Worth County (Georgia),13321,2010,76.37612027
64866,Hawaii County (Hawaii),15001,2010,79.90218055
64872,Honolulu County (Hawaii),15003,2010,81.43729178
64878,Kauai County (Hawaii),15007,2010,80.8927125
64884,Kalawao County (Hawaii),15005,2010,81.05214804
64885,Maui County (Hawaii),15009,2010,81.05214804
65550,Ada County (Idaho),16001,2010,80.46599887
65556,Adams County (Idaho),16003,2010,80.61778299
65562,Bannock County (Idaho),16005,2010,77.82756307
65568,Bear Lake County (Idaho),16007,2010,78.49859164
65574,Benewah County (Idaho),16009,2010,76.43923646
65580,Bingham County (Idaho),16011,2010,78.31933386
65586,Blaine County (Idaho),16013,2010,84.23469578
65592,Boise County (Idaho),16015,2010,80.88518701
65598,Bonner County (Idaho),16017,2010,78.97800672
65604,Bonneville County (Idaho),16019,2010,78.60395246
65610,Boundary County (Idaho),16021,2010,77.83056908
65616,Butte County (Idaho),16023,2010,79.13504949
65622,Camas County (Idaho),16025,2010,81.15259541
65628,Canyon County (Idaho),16027,2010,78.96468487
65634,Caribou County (Idaho),16029,2010,78.09929778
65640,Cassia County (Idaho),16031,2010,78.15160745
65652,Clearwater County (Idaho),16035,2010,78.34578309
65658,Custer County (Idaho),16037,2010,80.66206098
65664,Elmore County (Idaho),16039,2010,78.08598519
65670,Franklin County (Idaho),16041,2010,79.92285146
65676,Fremont County (Idaho),16043,2010,79.41099378
65682,Gem County (Idaho),16045,2010,78.1245367
65688,Gooding County (Idaho),16047,2010,78.03361881
65694,Idaho County (Idaho),16049,2010,79.15039332
65700,Jefferson County (Idaho),16051,2010,80.02035982
65706,Jerome County (Idaho),16053,2010,78.44000776
65712,Kootenai County (Idaho),16055,2010,79.49937032
65718,Latah County (Idaho),16057,2010,81.02361577
65724,Lemhi County (Idaho),16059,2010,78.57453359
65730,Lewis County (Idaho),16061,2010,78.56191195
65736,Lincoln County (Idaho),16063,2010,78.24701067
65742,Madison County (Idaho),16065,2010,80.80212844
65748,Minidoka County (Idaho),16067,2010,78.13058378
65754,Nez Perce County (Idaho),16069,2010,77.8848847
65760,Oneida County (Idaho),16071,2010,79.45592863
65766,Owyhee County (Idaho),16073,2010,78.48278902
65772,Payette County (Idaho),16075,2010,78.30550923
65778,Power County (Idaho),16077,2010,78.31179908
65784,Shoshone County (Idaho),16079,2010,75.92299656
65790,Teton County (Idaho),16081,2010,82.12411249
65796,Twin Falls County (Idaho),16083,2010,77.91538315
65802,Valley County (Idaho),16085,2010,82.12181803
65808,Washington County (Idaho),16087,2010,78.65559409
70680,Adams County (Illinois),17001,2010,78.21550473
70686,Alexander County (Illinois),17003,2010,74.08380137
70692,Bond County (Illinois),17005,2010,78.52593463
70698,Boone County (Illinois),17007,2010,79.61855105
70704,Brown County (Illinois),17009,2010,78.52121469
70710,Bureau County (Illinois),17011,2010,78.82810037
70716,Calhoun County (Illinois),17013,2010,79.34504988
70722,Carroll County (Illinois),17015,2010,78.94506478
70728,Cass County (Illinois),17017,2010,77.0716673
70734,Champaign County (Illinois),17019,2010,80.44080889
70740,Christian County (Illinois),17021,2010,77.45580373
70746,Clark County (Illinois),17023,2010,77.13154597
70752,Clay County (Illinois),17025,2010,77.15646248
70758,Clinton County (Illinois),17027,2010,79.33199272
70764,Coles County (Illinois),17029,2010,78.23437082
70770,Cook County (Illinois),17031,2010,78.76753406
70776,Crawford County (Illinois),17033,2010,77.52551515
70782,Cumberland County (Illinois),17035,2010,78.42827137
70788,DeKalb County (Illinois),17037,2010,79.75885495
70794,De Witt County (Illinois),17039,2010,77.23404232
70800,Douglas County (Illinois),17041,2010,78.70898231
70806,DuPage County (Illinois),17043,2010,81.72022791
70812,Edgar County (Illinois),17045,2010,76.8381052
70818,Edwards County (Illinois),17047,2010,77.09542527
70824,Effingham County (Illinois),17049,2010,78.4866337
70830,Fayette County (Illinois),17051,2010,78.5168152
70836,Ford County (Illinois),17053,2010,77.00591219
70842,Franklin County (Illinois),17055,2010,74.77839124
70848,Fulton County (Illinois),17057,2010,77.29424756
70854,Gallatin County (Illinois),17059,2010,74.87115792
70860,Greene County (Illinois),17061,2010,77.53402853
70866,Grundy County (Illinois),17063,2010,78.43309012
70872,Hamilton County (Illinois),17065,2010,77.38760085
70878,Hancock County (Illinois),17067,2010,79.62955272
70884,Hardin County (Illinois),17069,2010,75.1037099
70890,Henderson County (Illinois),17071,2010,78.93261638
70896,Henry County (Illinois),17073,2010,79.07865499
70902,Iroquois County (Illinois),17075,2010,77.0530955
70908,Jackson County (Illinois),17077,2010,78.35584125
70914,Jasper County (Illinois),17079,2010,78.97557477
70920,Jefferson County (Illinois),17081,2010,76.99956197
70926,Jersey County (Illinois),17083,2010,77.68748871
70932,Jo Daviess County (Illinois),17085,2010,80.89401128
70938,Johnson County (Illinois),17087,2010,77.89167303
70944,Kane County (Illinois),17089,2010,80.83241532
70950,Kankakee County (Illinois),17091,2010,77.05110251
70956,Kendall County (Illinois),17093,2010,81.15205256
70962,Knox County (Illinois),17095,2010,77.2026704
70968,Lake County (Illinois),17097,2010,81.04380326
70974,LaSalle County (Illinois),17099,2010,77.5459253
70980,Lawrence County (Illinois),17101,2010,75.83884431
70986,Lee County (Illinois),17103,2010,78.24544307
70992,Livingston County (Illinois),17105,2010,77.67047785
70998,Logan County (Illinois),17107,2010,77.87545705
71004,McDonough County (Illinois),17109,2010,79.40628655
71010,McHenry County (Illinois),17111,2010,79.92780058
71016,McLean County (Illinois),17113,2010,79.97291912
71022,Macon County (Illinois),17115,2010,77.65764858
71028,Macoupin County (Illinois),17117,2010,77.63478019
71034,Madison County (Illinois),17119,2010,77.28584228
71040,Marion County (Illinois),17121,2010,75.75431216
71046,Marshall County (Illinois),17123,2010,77.4358869
71052,Mason County (Illinois),17125,2010,77.00171782
71058,Massac County (Illinois),17127,2010,75.92091951
71064,Menard County (Illinois),17129,2010,78.44894327
71070,Mercer County (Illinois),17131,2010,78.90990428
71076,Monroe County (Illinois),17133,2010,80.17664808
71082,Montgomery County (Illinois),17135,2010,77.59257066
71088,Morgan County (Illinois),17137,2010,77.94612342
71094,Moultrie County (Illinois),17139,2010,77.68846148
71100,Ogle County (Illinois),17141,2010,79.29062389
71106,Peoria County (Illinois),17143,2010,77.85662041
71112,Perry County (Illinois),17145,2010,77.4372064
71118,Piatt County (Illinois),17147,2010,79.33270431
71124,Pike County (Illinois),17149,2010,78.17063677
71130,Pope County (Illinois),17151,2010,77.98826627
71136,Pulaski County (Illinois),17153,2010,75.07476808
71142,Putnam County (Illinois),17155,2010,79.48890163
71148,Randolph County (Illinois),17157,2010,77.59339915
71154,Richland County (Illinois),17159,2010,77.86116714
71160,Rock Island County (Illinois),17161,2010,78.6886232
71166,Saint Clair County (Illinois),17163,2010,76.6172347
71172,Saline County (Illinois),17165,2010,74.19294428
71178,Sangamon County (Illinois),17167,2010,78.05642389
71184,Schuyler County (Illinois),17169,2010,78.60043931
71190,Scott County (Illinois),17171,2010,78.51323457
71196,Shelby County (Illinois),17173,2010,79.47473022
71202,Stark County (Illinois),17175,2010,77.51079572
71208,Stephenson County (Illinois),17177,2010,79.33837328
71214,Tazewell County (Illinois),17179,2010,78.40255721
71220,Union County (Illinois),17181,2010,76.13755126
71226,Vermilion County (Illinois),17183,2010,75.90912934
71232,Wabash County (Illinois),17185,2010,78.28795169
71238,Warren County (Illinois),17187,2010,78.32943617
71244,Washington County (Illinois),17189,2010,78.69979739
71250,Wayne County (Illinois),17191,2010,77.53833981
71256,White County (Illinois),17193,2010,76.14513522
71262,Whiteside County (Illinois),17195,2010,78.4338263
71268,Will County (Illinois),17197,2010,79.86690402
71274,Williamson County (Illinois),17199,2010,76.8029287
71280,Winnebago County (Illinois),17201,2010,77.73372743
71286,Woodford County (Illinois),17203,2010,79.94643714
82422,Adams County (Indiana),18001,2010,79.37124852
82428,Allen County (Indiana),18003,2010,78.4147038
82434,Bartholomew County (Indiana),18005,2010,77.60561149
82440,Benton County (Indiana),18007,2010,78.16454727
82446,Blackford County (Indiana),18009,2010,76.43412399
82452,Boone County (Indiana),18011,2010,78.60362868
82458,Brown County (Indiana),18013,2010,78.96859145
82464,Carroll County (Indiana),18015,2010,79.7047797
82470,Cass County (Indiana),18017,2010,77.31882289
82476,Clark County (Indiana),18019,2010,76.04277881
82482,Clay County (Indiana),18021,2010,76.06809498
82488,Clinton County (Indiana),18023,2010,77.1541281
82494,Crawford County (Indiana),18025,2010,76.07902242
82500,Daviess County (Indiana),18027,2010,76.9724439
82506,Dearborn County (Indiana),18029,2010,77.8988495
82512,Decatur County (Indiana),18031,2010,77.32931991
82518,DeKalb County (Indiana),18033,2010,77.89121183
82524,Delaware County (Indiana),18035,2010,76.48899424
82530,Dubois County (Indiana),18037,2010,78.96199237
82536,Elkhart County (Indiana),18039,2010,78.53071725
82542,Fayette County (Indiana),18041,2010,74.58897975
82548,Floyd County (Indiana),18043,2010,76.81455138
82554,Fountain County (Indiana),18045,2010,76.6946342
82560,Franklin County (Indiana),18047,2010,78.56907428
82566,Fulton County (Indiana),18049,2010,76.56813589
82572,Gibson County (Indiana),18051,2010,77.713653
82578,Grant County (Indiana),18053,2010,76.14957248
82584,Greene County (Indiana),18055,2010,76.37513642
82590,Hamilton County (Indiana),18057,2010,81.62496473
82596,Hancock County (Indiana),18059,2010,78.31590495
82602,Harrison County (Indiana),18061,2010,77.65386303
82608,Hendricks County (Indiana),18063,2010,79.77880299
82614,Henry County (Indiana),18065,2010,76.17819914
82620,Howard County (Indiana),18067,2010,76.48593767
82626,Huntington County (Indiana),18069,2010,77.77534025
82632,Jackson County (Indiana),18071,2010,76.32219459
82638,Jasper County (Indiana),18073,2010,77.87568489
82644,Jay County (Indiana),18075,2010,76.4841489
82650,Jefferson County (Indiana),18077,2010,76.11179975
82656,Jennings County (Indiana),18079,2010,75.07964446
82662,Johnson County (Indiana),18081,2010,78.20198009
82668,Knox County (Indiana),18083,2010,75.94587294
82674,Kosciusko County (Indiana),18085,2010,78.37991178
82680,LaGrange County (Indiana),18087,2010,79.36947366
82686,Lake County (Indiana),18089,2010,76.59127425
82692,LaPorte County (Indiana),18091,2010,76.53986578
82698,Lawrence County (Indiana),18093,2010,76.3245229
82704,Madison County (Indiana),18095,2010,76.13816065
82710,Marion County (Indiana),18097,2010,76.17433345
82716,Marshall County (Indiana),18099,2010,78.47053392
82722,Martin County (Indiana),18101,2010,77.3552412
82728,Miami County (Indiana),18103,2010,77.31325352
82734,Monroe County (Indiana),18105,2010,80.0752456
82740,Montgomery County (Indiana),18107,2010,77.58637195
82746,Morgan County (Indiana),18109,2010,77.00686526
82752,Newton County (Indiana),18111,2010,76.76451381
82758,Noble County (Indiana),18113,2010,77.52183564
82764,Ohio County (Indiana),18115,2010,77.92185338
82770,Orange County (Indiana),18117,2010,76.47901737
82776,Owen County (Indiana),18119,2010,76.25995356
82782,Parke County (Indiana),18121,2010,78.48113034
82788,Perry County (Indiana),18123,2010,77.41868124
82794,Pike County (Indiana),18125,2010,76.66164302
82800,Porter County (Indiana),18127,2010,78.41102293
82806,Posey County (Indiana),18129,2010,78.68360218
82812,Pulaski County (Indiana),18131,2010,76.60282072
82818,Putnam County (Indiana),18133,2010,78.04646513
82824,Randolph County (Indiana),18135,2010,77.3853371
82830,Ripley County (Indiana),18137,2010,77.53972913
82836,Rush County (Indiana),18139,2010,77.13892173
82842,Saint Joseph County (Indiana),18141,2010,77.85401953
82848,Scott County (Indiana),18143,2010,73.1117543
82854,Shelby County (Indiana),18145,2010,77.09031664
82860,Spencer County (Indiana),18147,2010,78.61239592
82866,Starke County (Indiana),18149,2010,74.61097055
82872,Steuben County (Indiana),18151,2010,79.09645368
82878,Sullivan County (Indiana),18153,2010,75.75585687
82884,Switzerland County (Indiana),18155,2010,76.39119748
82890,Tippecanoe County (Indiana),18157,2010,79.19863414
82896,Tipton County (Indiana),18159,2010,78.32867076
82902,Union County (Indiana),18161,2010,77.71886206
82908,Vanderburgh County (Indiana),18163,2010,76.9057171
82914,Vermillion County (Indiana),18165,2010,75.6654224
82920,Vigo County (Indiana),18167,2010,76.12640278
82926,Wabash County (Indiana),18169,2010,77.286714
82932,Warren County (Indiana),18171,2010,78.3272305
82938,Warrick County (Indiana),18173,2010,78.90187503
82944,Washington County (Indiana),18175,2010,75.6280277
82950,Wayne County (Indiana),18177,2010,76.08883836
82956,Wells County (Indiana),18179,2010,78.96284607
82962,White County (Indiana),18181,2010,77.72632493
82968,Whitley County (Indiana),18183,2010,78.92182175
93024,Adair County (Iowa),19001,2010,79.07198323
93030,Adams County (Iowa),19003,2010,78.96869388
93036,Allamakee County (Iowa),19005,2010,79.69563212
93042,Appanoose County (Iowa),19007,2010,77.62533489
93048,Audubon County (Iowa),19009,2010,79.76459901
93054,Benton County (Iowa),19011,2010,80.60000824
93060,Black Hawk County (Iowa),19013,2010,79.3926826
93066,Boone County (Iowa),19015,2010,78.90100455
93072,Bremer County (Iowa),19017,2010,82.06467254
93078,Buchanan County (Iowa),19019,2010,79.38976605
93084,Buena Vista County (Iowa),19021,2010,81.0559248
93090,Butler County (Iowa),19023,2010,79.80856464
93096,Calhoun County (Iowa),19025,2010,79.57053261
93102,Carroll County (Iowa),19027,2010,80.12733666
93108,Cass County (Iowa),19029,2010,78.10167144
93114,Cedar County (Iowa),19031,2010,81.16443899
93120,Cerro Gordo County (Iowa),19033,2010,79.14661339
93126,Cherokee County (Iowa),19035,2010,80.00661855
93132,Chickasaw County (Iowa),19037,2010,80.48876966
93138,Clarke County (Iowa),19039,2010,77.91684277
93144,Clay County (Iowa),19041,2010,80.08119759
93150,Clayton County (Iowa),19043,2010,80.57089799
93156,Clinton County (Iowa),19045,2010,78.3632156
93162,Crawford County (Iowa),19047,2010,80.09018599
93168,Dallas County (Iowa),19049,2010,81.78731244
93174,Davis County (Iowa),19051,2010,79.18872456
93180,Decatur County (Iowa),19053,2010,78.33634436
93186,Delaware County (Iowa),19055,2010,80.6769899
93192,Des Moines County (Iowa),19057,2010,78.87921961
93198,Dickinson County (Iowa),19059,2010,81.10317359
93204,Dubuque County (Iowa),19061,2010,80.07094518
93210,Emmet County (Iowa),19063,2010,79.21818622
93216,Fayette County (Iowa),19065,2010,79.45471968
93222,Floyd County (Iowa),19067,2010,79.82144868
93228,Franklin County (Iowa),19069,2010,80.2671824
93234,Fremont County (Iowa),19071,2010,78.67124778
93240,Greene County (Iowa),19073,2010,79.44241352
93246,Grundy County (Iowa),19075,2010,80.82375738
93252,Guthrie County (Iowa),19077,2010,79.74049048
93258,Hamilton County (Iowa),19079,2010,80.05012386
93264,Hancock County (Iowa),19081,2010,80.6254864
93270,Hardin County (Iowa),19083,2010,79.64517974
93276,Harrison County (Iowa),19085,2010,78.01650261
93282,Henry County (Iowa),19087,2010,79.18027671
93288,Howard County (Iowa),19089,2010,79.9453493
93294,Humboldt County (Iowa),19091,2010,80.20612716
93300,Ida County (Iowa),19093,2010,79.17824648
93306,Iowa County (Iowa),19095,2010,80.68807486
93312,Jackson County (Iowa),19097,2010,79.11053771
93318,Jasper County (Iowa),19099,2010,79.59679123
93324,Jefferson County (Iowa),19101,2010,80.34102248
93330,Johnson County (Iowa),19103,2010,82.17710848
93336,Jones County (Iowa),19105,2010,80.79024604
93342,Keokuk County (Iowa),19107,2010,79.90430565
93348,Kossuth County (Iowa),19109,2010,81.40761304
93354,Lee County (Iowa),19111,2010,77.08356023
93360,Linn County (Iowa),19113,2010,80.37638084
93366,Louisa County (Iowa),19115,2010,79.08722646
93372,Lucas County (Iowa),19117,2010,78.65998322
93378,Lyon County (Iowa),19119,2010,80.88718269
93384,Madison County (Iowa),19121,2010,79.6296797
93390,Mahaska County (Iowa),19123,2010,79.69682907
93396,Marion County (Iowa),19125,2010,79.32816731
93402,Marshall County (Iowa),19127,2010,77.85329156
93408,Mills County (Iowa),19129,2010,78.55519148
93414,Mitchell County (Iowa),19131,2010,81.08739639
93420,Monona County (Iowa),19133,2010,77.51072331
93426,Monroe County (Iowa),19135,2010,77.90768707
93432,Montgomery County (Iowa),19137,2010,77.86666226
93438,Muscatine County (Iowa),19139,2010,78.61844579
93444,O'Brien County (Iowa),19141,2010,79.89815734
93450,Osceola County (Iowa),19143,2010,80.01323207
93456,Page County (Iowa),19145,2010,78.4133467
93462,Palo Alto County (Iowa),19147,2010,78.8802775
93468,Plymouth County (Iowa),19149,2010,80.69588094
93474,Pocahontas County (Iowa),19151,2010,79.19611293
93480,Polk County (Iowa),19153,2010,79.1664284
93486,Pottawattamie County (Iowa),19155,2010,77.88068169
93492,Poweshiek County (Iowa),19157,2010,79.639282
93498,Ringgold County (Iowa),19159,2010,78.6728037
93504,Sac County (Iowa),19161,2010,79.64337713
93510,Scott County (Iowa),19163,2010,79.07172368
93516,Shelby County (Iowa),19165,2010,80.50485194
93522,Sioux County (Iowa),19167,2010,82.6311191
93528,Story County (Iowa),19169,2010,82.16407339
93534,Tama County (Iowa),19171,2010,79.39669078
93540,Taylor County (Iowa),19173,2010,79.38760669
93546,Union County (Iowa),19175,2010,78.26175447
93552,Van Buren County (Iowa),19177,2010,78.19716463
93558,Wapello County (Iowa),19179,2010,77.43164824
93564,Warren County (Iowa),19181,2010,79.88992969
93570,Washington County (Iowa),19183,2010,80.04977221
93576,Wayne County (Iowa),19185,2010,77.94376166
93582,Webster County (Iowa),19187,2010,77.57049898
93588,Winnebago County (Iowa),19189,2010,80.45547142
93594,Winneshiek County (Iowa),19191,2010,82.60369656
93600,Woodbury County (Iowa),19193,2010,78.15170203
93606,Worth County (Iowa),19195,2010,79.77587078
93612,Wright County (Iowa),19197,2010,80.00535275
104424,Allen County (Kansas),20001,2010,76.20598438
104430,Anderson County (Kansas),20003,2010,78.31518171
104436,Atchison County (Kansas),20005,2010,77.41400458
104442,Barber County (Kansas),20007,2010,77.5143969
104448,Barton County (Kansas),20009,2010,78.47379439
104454,Bourbon County (Kansas),20011,2010,76.78271669
104460,Brown County (Kansas),20013,2010,76.7633576
104466,Butler County (Kansas),20015,2010,77.93761531
104472,Chase County (Kansas),20017,2010,78.19454213
104478,Chautauqua County (Kansas),20019,2010,76.48703407
104484,Cherokee County (Kansas),20021,2010,74.50413873
104490,Cheyenne County (Kansas),20023,2010,79.8560799
104496,Clark County (Kansas),20025,2010,78.35561947
104502,Clay County (Kansas),20027,2010,79.37896416
104508,Cloud County (Kansas),20029,2010,77.46840218
104514,Coffey County (Kansas),20031,2010,77.26777671
104520,Comanche County (Kansas),20033,2010,76.49933439
104526,Cowley County (Kansas),20035,2010,76.05514937
104532,Crawford County (Kansas),20037,2010,76.33467412
104538,Decatur County (Kansas),20039,2010,78.96339772
104544,Dickinson County (Kansas),20041,2010,78.29634223
104550,Doniphan County (Kansas),20043,2010,78.92857666
104556,Douglas County (Kansas),20045,2010,80.64174579
104562,Edwards County (Kansas),20047,2010,77.75688627
104568,Elk County (Kansas),20049,2010,76.58494873
104574,Ellis County (Kansas),20051,2010,79.55216138
104580,Ellsworth County (Kansas),20053,2010,78.24501196
104586,Finney County (Kansas),20055,2010,79.65422078
104592,Ford County (Kansas),20057,2010,78.64131274
104598,Franklin County (Kansas),20059,2010,77.85550616
104604,Geary County (Kansas),20061,2010,76.81674194
104610,Gove County (Kansas),20063,2010,79.36962566
104616,Graham County (Kansas),20065,2010,79.29249184
104622,Grant County (Kansas),20067,2010,78.48141968
104628,Gray County (Kansas),20069,2010,79.19060032
104634,Greeley County (Kansas),20071,2010,77.27500866
104640,Greenwood County (Kansas),20073,2010,76.12123568
104646,Hamilton County (Kansas),20075,2010,77.03710421
104652,Harper County (Kansas),20077,2010,76.10861959
104658,Harvey County (Kansas),20079,2010,79.02266114
104664,Haskell County (Kansas),20081,2010,79.20976291
104670,Hodgeman County (Kansas),20083,2010,79.5257848
104676,Jackson County (Kansas),20085,2010,78.45208742
104682,Jefferson County (Kansas),20087,2010,78.97129736
104688,Jewell County (Kansas),20089,2010,79.6586321
104694,Johnson County (Kansas),20091,2010,81.57156244
104700,Kearny County (Kansas),20093,2010,77.74393707
104706,Kingman County (Kansas),20095,2010,76.58449666
104712,Kiowa County (Kansas),20097,2010,79.04548498
104718,Labette County (Kansas),20099,2010,75.8644821
104724,Lane County (Kansas),20101,2010,76.98081279
104730,Leavenworth County (Kansas),20103,2010,78.75652051
104736,Lincoln County (Kansas),20105,2010,78.94101256
104742,Linn County (Kansas),20107,2010,77.7925847
104748,Logan County (Kansas),20109,2010,78.73610308
104754,Lyon County (Kansas),20111,2010,78.47105902
104760,McPherson County (Kansas),20113,2010,78.8208676
104766,Marion County (Kansas),20115,2010,78.82080249
104772,Marshall County (Kansas),20117,2010,79.10220937
104778,Meade County (Kansas),20119,2010,79.23990162
104784,Miami County (Kansas),20121,2010,79.04570742
104790,Mitchell County (Kansas),20123,2010,78.70746135
104796,Montgomery County (Kansas),20125,2010,75.70649097
104802,Morris County (Kansas),20127,2010,78.95558511
104808,Morton County (Kansas),20129,2010,77.56862464
104814,Nemaha County (Kansas),20131,2010,79.42877968
104820,Neosho County (Kansas),20133,2010,76.78108376
104826,Ness County (Kansas),20135,2010,78.83257973
104832,Norton County (Kansas),20137,2010,79.10819374
104838,Osage County (Kansas),20139,2010,77.80569938
104844,Osborne County (Kansas),20141,2010,78.45770595
104850,Ottawa County (Kansas),20143,2010,77.83013541
104856,Pawnee County (Kansas),20145,2010,78.46208964
104862,Phillips County (Kansas),20147,2010,78.1883529
104868,Pottawatomie County (Kansas),20149,2010,79.65201304
104874,Pratt County (Kansas),20151,2010,77.90215582
104880,Rawlins County (Kansas),20153,2010,78.9590948
104886,Reno County (Kansas),20155,2010,78.1560473
104892,Republic County (Kansas),20157,2010,78.7193482
104898,Rice County (Kansas),20159,2010,77.06575522
104904,Riley County (Kansas),20161,2010,81.58933628
104910,Rooks County (Kansas),20163,2010,78.31798073
104916,Rush County (Kansas),20165,2010,77.8766066
104922,Russell County (Kansas),20167,2010,78.25271961
104928,Saline County (Kansas),20169,2010,78.24766731
104934,Scott County (Kansas),20171,2010,79.11636327
104940,Sedgwick County (Kansas),20173,2010,77.6409401
104946,Seward County (Kansas),20175,2010,78.63028309
104952,Shawnee County (Kansas),20177,2010,77.66886053
104958,Sheridan County (Kansas),20179,2010,79.71739697
104964,Sherman County (Kansas),20181,2010,77.58076943
104970,Smith County (Kansas),20183,2010,78.87176935
104976,Stafford County (Kansas),20185,2010,77.44053727
104982,Stanton County (Kansas),20187,2010,79.03924296
104988,Stevens County (Kansas),20189,2010,78.84037272
104994,Sumner County (Kansas),20191,2010,77.0660077
105000,Thomas County (Kansas),20193,2010,79.09985113
105006,Trego County (Kansas),20195,2010,78.08775032
105012,Wabaunsee County (Kansas),20197,2010,78.68618147
105018,Wallace County (Kansas),20199,2010,79.59285381
105024,Washington County (Kansas),20201,2010,79.77581515
105030,Wichita County (Kansas),20203,2010,78.78024202
105036,Wilson County (Kansas),20205,2010,75.79092011
105042,Woodson County (Kansas),20207,2010,76.32862377
105048,Wyandotte County (Kansas),20209,2010,75.39691823
116508,Adair County (Kentucky),21001,2010,77.12932185
116514,Allen County (Kentucky),21003,2010,75.42377525
116520,Anderson County (Kentucky),21005,2010,76.98208165
116526,Ballard County (Kentucky),21007,2010,75.27112198
116532,Barren County (Kentucky),21009,2010,76.37107035
116538,Bath County (Kentucky),21011,2010,74.18230212
116544,Bell County (Kentucky),21013,2010,72.59074822
116550,Boone County (Kentucky),21015,2010,78.73336877
116556,Bourbon County (Kentucky),21017,2010,76.4285203
116562,Boyd County (Kentucky),21019,2010,75.26449148
116568,Boyle County (Kentucky),21021,2010,77.24899986
116574,Bracken County (Kentucky),21023,2010,75.22337123
116580,Breathitt County (Kentucky),21025,2010,70.51722087
116586,Breckinridge County (Kentucky),21027,2010,75.66659579
116592,Bullitt County (Kentucky),21029,2010,78.35971742
116598,Butler County (Kentucky),21031,2010,75.2192403
116604,Caldwell County (Kentucky),21033,2010,75.66377109
116610,Calloway County (Kentucky),21035,2010,77.54122183
116616,Campbell County (Kentucky),21037,2010,77.10791853
116622,Carlisle County (Kentucky),21039,2010,75.94970598
116628,Carroll County (Kentucky),21041,2010,73.5090697
116634,Carter County (Kentucky),21043,2010,74.65476967
116640,Casey County (Kentucky),21045,2010,74.79579153
116646,Christian County (Kentucky),21047,2010,75.27093568
116652,Clark County (Kentucky),21049,2010,75.6200117
116658,Clay County (Kentucky),21051,2010,71.98554996
116664,Clinton County (Kentucky),21053,2010,74.08454892
116670,Crittenden County (Kentucky),21055,2010,74.78843357
116676,Cumberland County (Kentucky),21057,2010,74.26913378
116682,Daviess County (Kentucky),21059,2010,77.21819861
116688,Edmonson County (Kentucky),21061,2010,77.1386333
116694,Elliott County (Kentucky),21063,2010,75.53724462
116700,Estill County (Kentucky),21065,2010,73.11475093
116706,Fayette County (Kentucky),21067,2010,78.50442475
116712,Fleming County (Kentucky),21069,2010,74.50303483
116718,Floyd County (Kentucky),21071,2010,71.66148785
116724,Franklin County (Kentucky),21073,2010,76.68526407
116730,Fulton County (Kentucky),21075,2010,72.99161619
116736,Gallatin County (Kentucky),21077,2010,73.2120027
116742,Garrard County (Kentucky),21079,2010,77.75348614
116748,Grant County (Kentucky),21081,2010,74.97544659
116754,Graves County (Kentucky),21083,2010,75.8000217
116760,Grayson County (Kentucky),21085,2010,74.48944206
116766,Green County (Kentucky),21087,2010,76.44207896
116772,Greenup County (Kentucky),21089,2010,75.75811979
116778,Hancock County (Kentucky),21091,2010,77.04153432
116784,Hardin County (Kentucky),21093,2010,77.20289513
116790,Harlan County (Kentucky),21095,2010,71.32897971
116796,Harrison County (Kentucky),21097,2010,75.35344191
116802,Hart County (Kentucky),21099,2010,75.15047949
116808,Henderson County (Kentucky),21101,2010,76.23793543
116814,Henry County (Kentucky),21103,2010,75.69594518
116820,Hickman County (Kentucky),21105,2010,76.42857244
116826,Hopkins County (Kentucky),21107,2010,74.78635243
116832,Jackson County (Kentucky),21109,2010,72.97372608
116838,Jefferson County (Kentucky),21111,2010,76.71737682
116844,Jessamine County (Kentucky),21113,2010,77.51092806
116850,Johnson County (Kentucky),21115,2010,72.88603653
116856,Kenton County (Kentucky),21117,2010,76.44579227
116862,Knott County (Kentucky),21119,2010,73.08181637
116868,Knox County (Kentucky),21121,2010,73.015182
116874,Larue County (Kentucky),21123,2010,76.24690475
116880,Laurel County (Kentucky),21125,2010,75.24282888
116886,Lawrence County (Kentucky),21127,2010,73.47434392
116892,Lee County (Kentucky),21129,2010,71.57408935
116898,Leslie County (Kentucky),21131,2010,71.63018695
116904,Letcher County (Kentucky),21133,2010,72.34858475
